id,weight
319142478,1.0019955035741758E-4
319142485,9.33616631960847E-5
234812478,9.88001682732517E-5
46035549,8.866279250238639E-5
319142480,8.576169764381602E-5
319142479,2.1044020407529412E-4
19830859,4.361181164983988E-5
89199919,8.541080074457024E-6
89199929,1.0673874081539678E-5
89199924,1.8038910918847619E-6
26476781,4.897216567289017E-6
132561544,8.807969458105369E-7
132561545,2.0133310605102885E-6
29550270,4.460227241097539E-6
23126268,1.9258049204770078E-6
31159480,3.3320333574690977E-6
23126266,4.146774257331019E-6
668763866,1.222766217583171E-6
370403525,3.283814197810642E-6
415839437,1.530109155396977E-6
347098343,6.337822495466158E-6
370403528,2.1417956253445346E-5
663294869,3.3241447382715418E-6
26623233,7.450576915040055E-6
291324712,1.3669874759844668E-6
347098412,1.9063535241015205E-6
663294870,8.545184747227108E-6
103388027,9.064474868733329E-7
234810717,1.5783897908922394E-5
291324733,4.030052753105073E-6
179011902,5.941557021884932E-6
319958479,5.742308436050091E-6
476171068,1.7970019304224705E-6
476171060,1.8662980756948045E-6
138220592,7.485274816171079E-8
42721384,1.014615829611818E-5
4989744,1.970960915040148E-5
92166406,3.5131881217740955E-5
19831057,1.2462501161115004E-4
92166507,4.5897286538063774E-4
92166450,6.454369451563998E-5
95599003,2.918287682364219E-4
95599009,1.4106298217537273E-4
19831025,1.5674582646687195E-4
537208571,1.2858144327283574E-4
19831165,5.170049140480444E-4
319142484,0.001044175256446721
663294866,8.267059177607178E-6
48540864,1.613424997239308E-5
225917428,2.7343613143525023E-5
672323430,6.985778550493198E-4
225077580,6.002735385961303E-4
329055294,1.1014473733634494E-4
234812480,1.0779388349724416E-4
234812481,1.0014267741458228E-4
329055292,9.756288367363139E-5
319142477,1.2007213086585736E-4
319142483,1.1928147808974202E-4
43217620,1.1344167882854549E-4
329055293,1.1262170423303364E-4
319142481,1.1888789358601444E-4
52673930,3.057955712114775E-4
319142482,2.9700376694815337E-4
608465787,5.548778085483506E-5
608465789,8.072319171734257E-5
608465788,9.597087920962835E-5
172268034,4.292575523184577E-4
52782961,4.4218443638636555E-4
225077578,4.709751753965299E-4
17533922,9.440469054362603E-4
47621709,7.374685490803646E-4
228485749,1.4007869316944827E-4
357829239,7.110312062249507E-4
225077577,9.586015382172087E-4
102469049,7.405830609256754E-4
672323431,0.0013251972262503455
47622596,0.006234432384621012
179051244,0.003567617532310946
23025932,0.005165069697747923
47621687,8.414639403046909E-4
221261209,6.430130771583719E-4
244925480,0.0029556320571662207
422223154,0.003994214741614544
4819467,0.005841693651108673
605109640,0.0042423184785332305
605109639,0.0016403489884893924
99790234,0.0012802946949002998
129694746,7.559558646988761E-4
99789536,0.0034060083592557374
370403527,1.2527920243821077E-5
43354943,2.878769759727862E-4
103216278,1.8757879664741393E-4
17534045,3.599510544458762E-4
24535845,7.404582935442254E-4
663294871,1.7359579631436215E-4
44369622,5.242615125585695E-4
43217749,7.847097150780263E-4
103216330,8.274876214971326E-4
672323429,0.002214480616413337
24535837,0.001149419280081553
404610501,0.00513533272022116
32342276,0.004840406400667279
319958477,5.1302097611949154E-5
103388020,1.7259268564790505E-5
29550284,7.9468114662221E-4
95037924,0.0011505720086859798
17535971,2.5172548276399886E-5
23941491,1.3059616160244168E-4
272634806,1.2448589183723546E-4
272634808,2.0236014787634615E-5
372600414,4.3385473051411836E-5
404998616,2.1624811443615387E-5
31101529,1.8484445727593105E-4
31101680,0.0013705491370808525
272634805,2.369297589896881E-4
43220409,6.54148303097557E-4
404998596,6.550269089239708E-4
48552561,0.0015669714951222513
97849724,7.846302409273284E-4
30958773,0.0014303069924391293
97849727,8.24491583280758E-4
90540297,0.004076558610774295
90540294,0.014766105675421562
228486273,0.002228086111068012
114100414,0.0026065521754542655
90540296,0.003038216899688449
48552553,5.399076084834479E-4
244918140,0.0056503022497394004
370607475,0.0011418158783268067
24535853,0.005253235668352071
179051245,0.0035293215968687525
179051246,0.0023276512218925187
605109636,0.002985912428570597
29550283,0.005004578092749412
97873040,0.0032167156403333365
30958836,0.004275202774478646
605109632,0.0027621052924758707
708562397,0.00295994782993279
605109633,0.0030974055092259705
605109631,0.004375725866478175
605109635,0.0032877448962533576
605109634,0.003418399672640649
244918142,0.008500045687508328
90540300,0.002777781212565579
26434381,0.011666582459967432
605109637,0.013826537326488827
605109638,0.008484107308188285
319307696,0.0021796343834327736
26435285,0.0024741453542512608
90484798,0.002938385481241611
190034190,0.0032313510868424507
190034202,0.00951990747688161
190034183,0.0020445183072701927
319307695,0.015932254242867837
23941477,0.00818151761509024
90484783,0.003323338568192597
32342034,0.009466589338286332
90484760,0.005556629434035173
28612382,0.002025915703905698
30958831,0.0021968052674793135
318505520,0.00195787543296263
23921783,0.010150832060952337
130277892,0.003447496199074731
684209551,0.0019652128006643556
680148736,0.002012349767664082
680148752,0.003442336764277323
680148694,0.00123764860607113
680148750,0.001276390448714455
680148733,0.0013062100259121124
680148602,0.0017321670250246737
24299141,0.002403691322866885
680148722,0.0017616728478549927
129694743,0.002319884163503101
680148755,0.0017495197165768297
680148756,0.0028174354075541862
680148748,0.0014806829509561475
680148758,0.003967832550854553
680148685,0.0029103448548924915
415839798,0.0065392830138966095
680148754,0.0019226927267146819
415839797,0.0036410318938331844
129694754,0.0018287873480760566
129694742,0.0018338512139125878
680148753,0.0016176935647559832
680148692,0.0035714327337131257
680148757,0.003896706707850466
680148705,0.00204264108617876
4826149,1.7408168833389815E-7
43708045,2.411327863488704E-7
118694931,8.518590179130564E-6
372600416,2.5750650712836644E-5
372600413,8.143632097369043E-7
4817227,1.2852841102098324E-7
734511134,2.0534379929377022E-7
25850431,1.427968115873861E-7
4989716,3.320066495734679E-7
734511135,6.792788963563585E-7
25850429,1.2452393557580438E-6
734511136,8.081019311165327E-7
4817234,1.5528972718547686E-6
389041390,1.8897280002537732E-6
94667519,9.082319187198196E-6
4989514,2.3461011365410173E-7
389041391,4.074566047978097E-7
4989476,2.6472002004565457E-7
43217368,1.5675970517131158E-6
104129181,1.786443513262348E-6
389041387,1.9515955610278004E-6
389041388,2.221309209144379E-6
39221381,1.0390572850305195E-5
104129180,6.658641642059135E-7
104129176,1.9048629664853417E-6
104129178,7.947009725803576E-7
389041389,5.315411074381687E-6
389041386,6.374205624739261E-6
389041392,5.2090258880567554E-5
104244514,1.1310770571165912E-7
487405337,3.720954975304214E-7
24299229,2.5495039257659673E-6
104129179,7.546279932402171E-7
487405342,9.743584858080535E-8
104129177,2.005589746068066E-6
104129175,1.4905885720970905E-5
318506911,3.0774784306456524E-7
16317488,1.2589192421475881E-6
605873132,7.262304989963095E-8
605951277,1.5577414200309415E-7
306107732,2.3773417187065106E-9
42572378,4.337637524812206E-9
98604109,5.172665301016447E-9
605424114,5.33375301355624E-9
98604110,1.0083118476580353E-8
605424119,1.305619762658048E-8
605424117,1.0782362372676312E-8
605424118,1.1318973226759554E-8
605424113,5.102129010813819E-9
605424112,5.346030563332261E-9
605424111,4.90934434640607E-9
605424110,4.4574993270910495E-9
605424116,9.886685655301001E-9
605424115,8.964313103648631E-9
42572372,6.639905291024176E-9
26660579,2.1482405515823848E-8
605873133,3.1500191284237194E-8
16317720,1.9406934400260158E-7
605873134,2.4895687806972613E-8
605873137,1.7107170098492253E-8
605951275,4.1265316586393704E-8
605873138,4.208066767831433E-8
605873139,3.8819156030315754E-8
605873135,2.2523876451109297E-8
605873136,1.522579007155308E-8
605951274,1.7016905076662357E-8
26660578,1.0344731994442458E-8
4989505,7.699887725561955E-8
372600417,3.514452322562923E-5
4817226,1.1784849976714188E-5
45829582,8.673114992014289E-5
45829699,4.303895828884795E-5
45829591,9.859057222312928E-5
108200325,1.8809261765393012E-4
371380368,7.260383173563866E-4
404998612,2.1782620981535952E-4
371380369,3.1559389870425915E-4
32342289,3.6696955397788774E-4
43220412,8.232200886240574E-4
46777397,3.256929597255026E-4
107440105,1.909584621980124E-4
371530946,3.0219119214271487E-4
371530947,3.7760461777072875E-4
371380367,4.5294947228099726E-4
370607474,7.162375655356834E-4
94667516,0.0017267858448509646
603990387,0.0030388259241654974
680148620,4.503173225754201E-4
97873036,9.459188554432514E-4
680148619,7.647765057896809E-4
680148608,4.900971595378441E-4
129694744,3.9429648206480076E-4
129694751,0.0010197229424198581
122195833,0.0020873174329264907
680148621,0.0010792860774103234
24299120,0.001230239032126688
129694740,0.0015687115947937485
680148652,0.0015037983196501128
680148601,9.587277313593078E-4
680148638,0.0010655216691665402
680148744,0.0010408974256702443
680148636,0.0018908466884243467
680148624,9.501015692841085E-4
680148630,0.0011815801756722036
680148657,0.001316489057831878
680148633,6.125421655236701E-4
680148626,6.624390483149655E-4
680148628,9.335453331174796E-4
371530943,8.90264464555616E-4
428337812,1.2654283547424363E-4
428340544,7.976269995204743E-4
298027037,7.497863419514056E-5
298027035,7.817298355275135E-5
428340546,8.183190486126831E-5
97873030,1.0011303221737797E-4
372292464,9.54554168654885E-5
428340547,9.724020067344672E-5
298027038,9.776435808446526E-5
428340545,8.993707162143284E-4
298027036,8.848688654284237E-5
371530949,2.334474901233622E-4
680148617,4.0424059100342984E-4
227827797,3.966715728027573E-4
680148607,1.8854443980407062E-4
680148614,5.130018805549815E-4
680148615,2.547175452146017E-4
680148649,2.7313664995698005E-4
680148647,2.9211755812916137E-4
680148611,2.3476391248178612E-4
680148618,2.5429980978795895E-4
227827796,3.2812856717450486E-4
680148606,1.9361557562701882E-4
680148642,4.586245333989038E-4
680148613,2.06536538384592E-4
680148605,1.965157206716487E-4
371530941,3.359401420664663E-4
371530942,3.7059360386921094E-4
404615552,2.165055950941454E-4
680148599,6.889463752112129E-4
680148600,4.0073745907031277E-4
5011085,3.8490229623927856E-4
16320078,2.1562702797810275E-4
693326994,9.716156059849601E-5
26434909,4.4384375552042007E-4
107440025,5.94951018636731E-4
603990388,0.0014598613316375395
680148746,7.917536304815824E-4
680148734,5.931073357298477E-4
680148738,6.022816648396104E-4
680148730,6.161396528511093E-4
680148735,6.125118034603903E-4
680148731,6.028811776076142E-4
680148729,5.983137394919618E-4
680148725,6.092728579735725E-4
23941569,0.0011329831189086194
680148659,0.0011951577605078306
24299125,0.002025641022093589
680148597,0.0011609413796764736
680148745,0.0012973663706519316
680148661,6.896851740905569E-4
680148737,0.0012516833357813124
680148743,6.03706749886931E-4
27244852,0.0020360611004551013
680148616,0.0010983671350653828
371530945,0.0014200296275881474
179052202,4.996836318137634E-4
223996890,0.0020132511153263836
371529810,4.947490038781602E-4
680148669,0.00436222102363825
680148727,8.906775950584901E-4
680148604,8.790493962028972E-4
680148667,8.676291197131327E-4
680148603,6.615788228901931E-4
680148732,0.0014478176529095794
680148741,8.267546293682516E-4
680148742,0.001287846810584591
680148723,0.0018254363875771986
680148697,9.314146925695466E-4
95026898,0.0022272523143485523
23941537,0.003374980982061057
144481929,5.237904154767202E-4
43708046,0.0010384891054249206
94667513,0.0025482139052904174
5027032,6.464666043707451E-4
27244624,0.008767928375207418
27244856,6.355265963817193E-4
371530940,7.830454980449871E-4
404615547,0.0016198141629560282
371529808,0.001128389746402711
129716875,6.422809153098607E-4
371530939,7.687852531536494E-4
179052203,4.089796677495003E-4
371529806,0.0013613125230160228
404615556,3.94560271487998E-4
371529809,0.0016108648393958324
371529807,5.59899064913738E-4
24299004,5.386899135301815E-4
371378678,4.652360224063876E-4
428337811,2.5095654494078546E-4
428337808,0.0013047634719056712
371529805,0.0016801829945182222
5027029,7.242030858544704E-4
404615558,7.170469590035477E-4
371529804,7.26549883068523E-4
27244621,0.0011456154126191266
102354501,0.0010949977251493838
31159333,7.65725616490883E-4
32342474,8.436424886567643E-4
371529801,0.0013242226693701846
39221340,6.6489432628960436E-6
16317880,2.07835327269534E-5
211252740,9.105492224375925E-5
298027053,3.4692119342029734E-5
605951279,4.036935342777058E-7
306107733,1.5857072174557763E-6
16317767,2.585548308799942E-5
428337801,2.2854466467402254E-4
428337804,8.481093118623613E-5
428337794,1.3355439643750487E-4
31159289,1.9568492174114292E-4
428337797,5.490984668738521E-4
428337813,5.347869331231297E-5
428337800,5.348660157842113E-4
371378680,9.533578475646593E-5
371378677,2.685924975380807E-4
371378676,5.605258437547058E-4
428337810,7.396819357864902E-5
428337795,6.326223348304455E-5
371378679,3.5931573278574E-4
239391965,4.0797000792560125E-5
129716835,1.7351904491483977E-4
26434948,1.8768740462461536E-4
605951280,1.1398748138741353E-7
605951276,3.022516795543197E-7
605874609,1.9233682266632384E-7
605874608,1.6980215422264195E-7
605874611,2.3240249229981631E-7
605874613,1.6424778310628033E-7
367020331,6.296938274385798E-7
261585551,2.5211503062519733E-6
26434957,1.1656706500806706E-4
26434950,1.241180048155696E-4
605874614,4.616805175299735E-8
605951270,2.943637732678074E-8
605951271,2.6659802592801767E-8
406516877,1.681900134886284E-7
261585549,7.223907867898345E-7
4989483,1.9643850478534783E-6
261585550,7.356642772933247E-6
27660205,7.3769206202582505E-6
107538657,6.907368766338702E-6
406516876,6.635324073415186E-7
239391966,2.8423261031744538E-5
107538654,1.0322489402049916E-5
107538652,2.1121444927361605E-4
107538660,3.4382727305582144E-5
107538656,1.6921578084644908E-5
107538658,2.4435078083205946E-5
735425965,3.1665041581690405E-5
107538661,4.63878578448433E-5
428337806,1.965340587906803E-4
428337798,6.150952504209132E-4
367020760,7.811053672116089E-4
179052204,3.5271458215484366E-4
367020761,3.2939505573391473E-4
261921879,1.571403718470953E-4
371377286,0.0011967589381423561
261921870,3.3398720831272617E-4
97859151,3.1693490984589524E-4
97859145,2.7482365547867616E-4
26434938,3.284604790375767E-4
371377284,2.3839709097625466E-4
26435045,3.3827604947604494E-4
371377285,4.998320793281971E-4
26434973,0.001102404138792644
261921871,5.619011913403969E-4
691155586,0.0017985385426179223
112397526,0.0018301950916693583
97859150,1.5078562060582973E-4
97859152,2.8172691140165683E-4
24005976,5.7051258122496E-4
97904832,7.295019792681957E-4
24005972,0.0013937755269360387
24005975,4.09506337997928E-4
24005973,3.549443326850887E-4
26961784,2.443841971022525E-4
26434975,4.431623111451777E-4
261921872,5.713114834380056E-4
32661059,0.001406979654670494
32661060,3.0202071404423564E-4
185086950,5.777619170899845E-4
185086958,8.073179828299503E-4
678494003,3.6182527877754795E-4
544756552,3.458081677631741E-4
220942389,2.767476301090073E-4
185086963,2.2556556706487143E-4
185086960,2.1104895738177816E-4
691579102,2.4524467061027785E-4
221258468,1.1928572212540527E-4
185086954,4.613255034861005E-5
221258470,4.644737524126324E-4
678608661,1.176621343752004E-4
678493995,4.8201941224878596E-5
678494001,1.2666715088516554E-4
610801758,1.3393974561999746E-4
185086943,4.054049507624884E-4
221258471,2.4323714302137256E-5
29550151,1.2234431773647738E-5
173632648,3.171121852970945E-5
173632642,1.0331798522561603E-5
173632644,9.511113369608612E-6
173632639,1.1275534259128479E-5
173632643,8.665235870878262E-6
173632656,3.515093519279004E-4
678493992,1.6145796598834646E-4
220942396,6.777734379805737E-4
678493997,1.694447825468541E-4
236870688,1.7553953633749544E-4
221261210,2.52109631929457E-4
104251504,1.712078444050605E-4
104251506,1.0024032224999431E-4
221064374,1.1564588698874059E-4
221261211,3.701735906188101E-5
172267562,1.6462037446481162E-4
56061315,4.1732419854833587E-4
593433488,5.233500145339723E-4
216868124,3.564890976237365E-5
216870743,2.3961244530718702E-5
213232995,3.686163170788773E-5
173632645,9.157482471149956E-5
608465790,7.197354875146325E-5
173632631,0.0026414390345188385
172268037,6.081692989697209E-4
99789521,6.923902760093188E-4
108367438,4.775669221630777E-5
99789542,0.002679897525992923
99789540,2.8984318988558444E-4
99789528,2.2797358656835231E-4
99790236,0.0015474791325808222
190034184,1.3457612298403373E-4
56061543,5.4517422568423924E-5
261757158,7.425072530303289E-4
99789539,1.0559347319676284E-4
99789523,1.168624995815453E-4
261757162,1.569550202693387E-4
107639333,1.6526671875877864E-4
56061313,1.5572524156079394E-4
23941633,1.0536052503817453E-4
258955506,2.999338686286036E-4
404604712,5.248885164409672E-4
107639327,2.8668464039172684E-4
116979141,6.119572704582719E-4
172268039,2.5985149950414342E-5
173632628,4.0128977758452437E-4
72221202,7.718033258456523E-6
172267561,1.1592341756876198E-5
220198550,8.009562271112385E-6
220198551,2.73338336454791E-5
97544191,5.6250565829136846E-5
107330083,2.0046098190060497E-4
259899407,1.7530173798605068E-4
258955508,2.932218954732779E-4
107330082,1.498375847447025E-4
259899402,9.033117778013412E-5
86265192,9.719410272687066E-5
318506399,7.229782759058419E-5
318506400,1.16091501146699E-4
23941651,4.6954421444539096E-5
404604702,2.5146954534178664E-4
190034181,9.7525636820959E-5
190034178,9.443724126462517E-5
190034188,3.9981118146408586E-5
56125840,3.3719997601669113E-4
190034185,5.3939943905958494E-5
190034180,2.9709635998121724E-5
129694752,0.004719810255166474
129694750,0.004960884837283526
26435284,0.011460723112446324
107639354,0.0010362028826917872
26435286,0.0053517098297055695
107639358,0.0011465711462857017
107639349,7.918829241355031E-4
107639334,0.0014917991402807532
407830478,8.431828086158743E-4
26434464,0.001585062618534996
107639331,9.380787447170858E-4
26435288,0.001600854171493273
115185781,0.001861955486935432
107639340,0.0015321666341548215
95026913,0.0036265671112276346
95026911,0.003428098514938062
107639357,0.003044534315043923
129694741,0.006921671213435886
107639348,0.0011908606531337556
107639356,0.001216759467948356
95026870,0.0016030383929691925
107639323,0.0017253525526579787
683398010,0.0019257566784314584
43217606,4.885013514406743E-4
129694753,0.0017122826667614766
201381112,0.0016482411028015784
107639338,0.0016751578163999553
107639318,1.731794740182724E-4
116979076,5.563479451174528E-4
107639341,1.6730094407553834E-4
43211138,1.8882656632463658E-4
116979128,0.001375829442349209
26434425,5.510069991172785E-4
107639325,5.369115098048888E-4
244924864,3.3955750022506513E-4
683362621,1.1295211233826086E-4
23941632,2.839408177015716E-4
321704009,0.002699418895039299
35590850,0.0011266787482590212
319957814,8.23138068199185E-4
129694748,8.594895282735297E-4
172268795,2.6090487780712544E-4
683162418,4.067428427807742E-4
26434421,0.001370766463353411
406516863,1.5369278737062405E-4
406516864,1.5492416398732195E-4
362753688,1.3124217776980948E-4
30606704,1.3330590835334606E-4
129694749,1.0231796616750648E-4
319958475,1.5203785492154786E-4
129694738,9.099615361037425E-5
683177956,1.0554531680840592E-4
242968236,1.4750786089139938E-4
129694745,8.664500168412222E-5
683162419,1.9507391615925882E-4
683361210,1.8400044157128195E-4
318506402,2.1854564891443917E-4
120293388,0.0032953062184033445
49048117,0.0017611835713030174
684209550,0.0017137907123728285
318505521,0.015174850085756092
119476415,0.0025611260164715103
26434468,0.006454649409858381
261756746,4.0017239984990944E-4
406516852,5.562028924589285E-4
56026638,0.001574175706807584
235990271,8.995037054052146E-4
35964518,0.002746773133408294
30605943,0.001376562309690159
261756748,8.095570291715993E-4
30606010,6.63087693527524E-4
23051261,4.7842809718264245E-4
35964381,0.0012659690713293038
319958476,3.787009879521758E-4
190034187,1.8398692483985145E-4
404604704,1.0182291033056434E-4
190034189,9.975344035795672E-5
129694739,1.5766865142482938E-4
190034175,6.530992296641941E-4
190034177,7.595815134262357E-5
190034174,3.4192075715815486E-4
190034186,7.170694805695838E-4
190034182,5.244841680192328E-5
404604716,1.3417378812985244E-4
190034191,5.587016638177844E-5
312797155,8.999551528485228E-5
620762855,2.3956709299843926E-5
620762857,1.2248117726725E-4
404604720,6.145111190630252E-5
242968238,1.4080720844110672E-4
242968235,0.0013090097620189185
242968237,3.395913970340631E-4
23941622,1.9630174614194808E-4
56026496,7.602916235681151E-4
107039066,5.187557034203641E-4
56026635,4.0143516141941593E-4
43387960,2.888819502055213E-4
23723403,3.5987149068288484E-4
45588404,5.69546046957681E-4
40068526,2.562450887042084E-4
59025765,4.0503090827343214E-5
107330081,1.549398689721029E-4
26435393,1.4261947744417832E-4
258955507,8.368313000179368E-4
404604700,4.636618249266886E-5
445643151,3.6066519009841584E-5
404604706,4.729368187036134E-5
445643152,3.3094111370337816E-5
262090102,5.220499418142172E-5
404604695,0.0012129366769819835
317534330,1.1178080450453857E-4
620762853,2.833336242997045E-4
620762854,1.3594178208708766E-4
677730558,0.0028034437211083736
26586788,7.579366509747148E-4
379393083,0.002849502447155067
23941538,0.0019463366416011705
23941577,0.002066086067193355
23941578,0.0020326364677317886
30960108,0.0027012244088047903
191497119,0.001452924924472987
370607473,0.008975750928341174
23941549,0.002323999833183295
107315565,0.001578478668744018
26622740,0.00108407309127731
26622739,0.0010344026448906314
43217573,0.0014746161515242309
235990272,0.0025274583251732917
235990277,0.0023893766476964485
235990273,0.0016273144479753132
235990274,9.90771684223385E-4
66390756,0.002786526778867404
235990278,7.175835919226057E-4
593183834,0.001323292850539233
26434503,0.0018773356177411013
26623356,3.4228506171842123E-4
26623290,6.801823297287699E-4
107315566,4.236843372376828E-4
319957050,4.132590664676911E-4
319957051,4.002369572382424E-4
227827795,5.238652584857815E-4
191497121,0.0011403147224383862
191499802,0.0011120916939535118
26623327,0.0013125501475289147
26623316,0.0014406372185941127
26623323,6.37877346231223E-4
107315567,4.765796831473036E-4
26623294,8.219921321925701E-4
71640263,8.396329736441133E-4
404604708,0.0016640752562655948
191497120,6.587132643113968E-4
102354499,0.0010816280792146176
43221615,5.532700672553002E-4
371529796,5.80895604348795E-4
371529798,0.0020257275118344387
43359355,0.0011097922430768669
5011082,7.290577160905959E-4
227852832,0.0017189167053524785
26434507,0.0025923669984530837
89098655,0.0011051025001771679
26623340,7.772875519804715E-4
26435070,0.002136139200498235
138659697,0.0025133137173614668
26566733,3.4437829877021826E-4
544003503,0.0015897984565827754
26566699,2.664479523320028E-4
102193285,3.376591369335088E-4
39633804,0.0022155356414133506
677730559,0.002807280836117968
695871686,2.609873700596081E-4
677730560,3.872459554100925E-4
26623368,6.312187380757997E-4
26623359,3.729011207381721E-4
227825042,2.3073876842730627E-4
24298965,6.50827068729756E-4
39960513,4.455557959281838E-4
26434504,5.705065247094902E-4
24298967,8.782251619822008E-4
713046348,3.176766977084568E-4
624228729,3.000015192178662E-4
26434603,1.9304545601676252E-4
26434602,0.0010044775570182544
23739530,4.5550459141689774E-4
24298971,0.0010335599404188863
26434598,2.877194549479486E-4
624228730,1.8710047234496872E-4
39960579,2.7266210137387074E-4
379393082,3.5819427982217774E-4
405045405,2.734773241788746E-4
672945257,0.0012549696732134167
23739587,4.6400734774066E-4
324308366,2.7190776381812826E-4
324308369,2.750050283137351E-4
67951757,2.756023205454044E-4
324308367,2.7414215396318514E-4
102234412,0.0026113068150423737
25850548,2.6910291423860844E-4
26586711,2.767798676930813E-4
25850568,0.001520584743456432
652109562,1.8000297209244678E-4
25850534,0.0033740362104948563
24299101,0.0036587416439903663
112397534,0.0011202291514137437
112397522,0.0056365027265122035
89374396,0.0013035849477652634
89374393,0.001210774272703738
249390583,0.0015170632510140081
112397529,0.0021785455719735497
89098687,8.891926648685955E-4
24299008,0.0010365784194877083
249390585,0.0015920649510483317
249390581,0.0038135155429298204
26434967,0.0011123619444764557
26435012,0.0011743658182161144
31134164,2.9615056362283315E-4
249390588,4.3702219873191224E-4
26435006,0.0017562664022201869
396403803,5.383856866262664E-4
26434908,5.012780751368381E-4
39350579,6.596298777120025E-4
26961785,3.433804620357879E-4
26435014,3.422950483327816E-4
26961786,3.364508550356529E-4
26961787,3.353654413326468E-4
396403801,3.332422024363644E-4
5026942,4.940662381369236E-4
102234411,2.6715438496262593E-4
22662686,6.23426396603628E-4
31159746,6.094502699982488E-4
89374397,0.0012005157011692924
23942030,2.6146801976940914E-4
23942018,0.0015537995178474449
31753768,6.962152357813026E-4
24299017,3.0254373847905835E-4
396403802,8.019246905300216E-4
396406370,7.893509787520243E-4
102354483,7.231978736516248E-4
89374401,6.76021962454508E-4
89374405,3.7613499213801836E-4
89374404,8.199349341214016E-4
26434866,0.0010516900262709892
396406369,5.422244513453599E-4
25850556,3.5584621306608707E-4
24298991,0.001402597625981992
25850540,7.160155504019207E-4
120819808,5.285810991963163E-4
23989077,0.003163673245874629
108226616,0.0019547490153815437
108226568,5.248662717098406E-4
725937038,7.302991007810531E-4
725937043,7.929237849111652E-4
98603893,0.0010296570534640039
98603892,4.923858971417063E-4
628156855,0.0011352284636337465
396403804,5.688254339451424E-4
5011080,6.261102331998141E-4
43388165,4.6205239103044453E-4
390112765,0.0010774848712922682
43354773,9.71262879810766E-4
390112767,0.0012909798107008593
107327714,0.0022169994087230245
24299061,6.510105590125949E-4
23989075,0.0010517957178867673
24299058,0.00104597581409204
725937040,7.011873890752092E-4
102342509,6.580765438072543E-4
26587946,3.4429166251122165E-4
725937039,4.674621168216039E-4
107906713,5.819963489906777E-4
23739492,3.86170367339833E-4
23739494,3.009755993337934E-4
227825036,5.929596607583422E-4
23989096,4.829303247460699E-4
23989089,8.142437981538052E-4
23989081,0.0027801690481726467
299007435,5.249833130743008E-4
23989082,0.0011870832660144336
188339215,0.009342434242891877
725937041,5.526360396950938E-4
725937042,0.0010686642937671668
26587959,0.0010220231767224565
490710479,0.0011750239014633069
246481461,0.0022966378986732272
26587953,2.1907201540515372E-4
246481457,2.5223310088889704E-4
257152034,2.4488457278512517E-5
23422275,1.0119553643537099E-8
26434960,9.844741352885592E-9
4989503,1.230992351237762E-7
694637347,6.27564221379601E-8
62012741,7.01683953121231E-5
98229211,2.0128804268893218E-9
98229212,5.198004877567416E-9
24005702,1.4100432688129463E-6
24005684,4.7111840133236536E-8
24005681,3.4203392417735425E-8
24005682,5.452161496855209E-8
23422271,2.0246925628028214E-5
248007209,2.49532592376484E-6
104141426,7.799935845205825E-6
42566209,8.954714168738274E-6
419064273,6.963960915379392E-6
