lat,long,weight
51.4814593,-3.1729177,156.80842828821636
51.4802669,-3.1725808,105.66826678630927
51.4817872,-3.1735242,276.7200937443717
51.4807767,-3.1722102,97.15368535926865
51.4801064,-3.1725429,106.35327714847934
51.4806831,-3.172169,97.30805172584661
51.4809893,-3.1728913,118.4684064404129
51.4804095,-3.172542,104.59047379351057
51.4812358,-3.1727845,127.49754412922198
51.4802685,-3.1722424,102.81684117659795
51.4817225,-3.1730643,205.91597419368082
51.4800848,-3.1723272,104.36374944556503
51.4812028,-3.1731622,147.7098928151957
51.480634,-3.172064,96.09916915426105
51.4810492,-3.1729483,123.93464128957712
51.4802636,-3.1726801,106.25676229510226
51.480454,-3.1721152,99.4476929464435
51.4809607,-3.1724457,102.98585043123587
51.4821363,-3.1737049,363.61250533564817
51.4820832,-3.1732803,289.561420792264
51.4877934,-3.1591187,128.73305636568057
51.4803612,-3.1719464,97.85925712642705
51.4880622,-3.1588339,94.54641820091815
51.4812538,-3.1732666,160.4842565991004
51.482216,-3.1736123,360.0980171491575
51.4815024,-3.1730202,171.1227312513225
51.4875487,-3.165842,73.49847848968223
51.487589,-3.1658944,74.32896601662267
51.4811196,-3.1731207,137.44402031500178
51.4805664,-3.171841,92.9834847482803
51.4818578,-3.1780377,475.6544458017831
51.4818584,-3.1773521,395.5091157986364
51.4819016,-3.1737429,327.6766896605676
51.4787474,-3.1794344,257.0211015896353
51.48194,-3.173534,306.65705326991076
51.4809735,-3.1732441,131.59303939798573
51.4794782,-3.1677706,34.71057540711875
51.4794586,-3.1677279,34.126198207030534
51.4802432,-3.172819,107.07468673308362
51.4794022,-3.1676445,32.621059670918704
51.4794489,-3.1680592,35.429152942749155
51.4794056,-3.1675332,32.34838955621224
51.479601,-3.1678162,37.19245611273414
51.4795765,-3.1677662,36.5224209137591
51.4876568,-3.1603225,132.90024472873898
51.4795367,-3.1676888,35.461103646246244
51.4796411,-3.1671926,35.804425028146824
51.4796319,-3.1673213,35.787282661082834
51.4795567,-3.1674366,34.89396400092928
51.4795066,-3.1673588,33.87110493573222
51.4812608,-3.1736675,190.00472985584898
51.4797413,-3.1672542,37.095976356291956
51.4796879,-3.1672609,36.46165302290842
51.4876273,-3.1601331,143.15285726765734
51.4797213,-3.1671939,36.84851457561851
51.4796795,-3.1671993,36.325109859181495
51.4802281,-3.1723205,103.85387117984808
51.4796411,-3.1672569,35.837430100945014
51.479738,-3.1671805,37.049047414905715
51.4812101,-3.1726398,118.26600270280134
51.4814116,-3.1729393,153.4576308657827
51.488309,-3.1598122,74.63439279381339
51.4801448,-3.1725781,106.38449781880179
51.48053,-3.1720248,96.96651545396051
51.480511,-3.1718682,94.41296561789328
51.4829486,-3.1746087,429.7352603526461
51.4811081,-3.1732979,146.07531902882914
51.4811389,-3.1724165,105.7893246608693
51.478164,-3.1614244,12.029314363832233
51.4782175,-3.1609523,16.336434560787342
51.4803185,-3.172377,103.82762232902236
51.4781957,-3.160896,16.104644875326045
51.4780938,-3.1607967,13.968813601104227
51.4809088,-3.1731083,122.2763032439451
51.487958,-3.1589365,107.04675876934402
51.4789759,-3.1611535,31.37736416554393
51.478732,-3.1611964,26.57364794744642
51.4784046,-3.1614029,17.224480173821142
51.4782626,-3.1614834,13.566107355057444
51.4795939,-3.1614941,30.49869692664407
51.4792231,-3.1611964,33.17764292477665
51.4814003,-3.1728595,146.02645784642817
51.4807064,-3.1729011,109.83788224018002
51.4804299,-3.1720055,98.04693516984474
51.4811474,-3.1727172,118.74703041729586
51.4771469,-3.1792164,21.99181487896242
51.4785844,-3.1766909,268.6626520491463
51.4786032,-3.1767644,279.1551397070089
51.4832011,-3.1793294,97.97384272412724
51.4807215,-3.1731887,115.96047210720621
51.4785436,-3.1767438,264.3804703360058
51.4810197,-3.1732393,135.0056775179246
51.4799918,-3.1726001,107.70385005215834
51.4819268,-3.1734111,286.33752554202107
51.4843938,-3.1696996,48.642777269246906
51.4813045,-3.1732378,164.69029219740924
51.4804005,-3.1717469,93.52828658972547
51.4813917,-3.1726779,132.27604376608292
51.4804895,-3.1719998,97.13558797784209
51.4806181,-3.173099,111.27472748263052
51.4810387,-3.1725239,106.9046959143651
51.4817945,-3.1732822,245.50964336356284
51.4808023,-3.1723546,99.94637618960718
51.4816711,-3.1731059,203.44755238385665
51.4806897,-3.1719711,93.55066982710736
51.4803073,-3.1726697,105.96638241589531
51.4819516,-3.1732867,271.6163386430548
51.4803235,-3.1724199,104.16535887239293
51.4812764,-3.1725642,117.99476854925328
51.484123,-3.1704319,67.65827874359286
51.4804594,-3.1726642,105.34891176462146
51.4809219,-3.1731633,124.96406785068793
51.4837136,-3.1693726,75.43681177074802
51.4806681,-3.1721064,96.38076521199447
51.4835503,-3.1698781,92.6224271935158
51.48183,-3.1742618,358.62747139170096
51.4839802,-3.1696563,64.2030562199261
51.4813189,-3.1727635,132.25812469389905
51.4814474,-3.1772569,393.8872799515406
51.4813506,-3.1733029,176.06770374294115
51.4815354,-3.1734239,217.17752703855302
51.4820126,-3.1737107,344.49372804299804
51.4811516,-3.173566,166.80740846497807
51.4809527,-3.1731966,128.19071950265294
51.4796334,-3.1771703,453.92146455648225
51.4813061,-3.173021,148.70017901625772
51.4806414,-3.1718582,92.08788063286573
51.4851251,-3.1762139,37.94314589692652
51.4824482,-3.1736906,389.9209893832409
51.48522,-3.1766526,29.06638891675803
51.4852905,-3.1766385,30.158772161985937
51.4805619,-3.1730984,110.15414370482097
51.481072,-3.172686,113.97409209036682
51.4804929,-3.1718381,94.1040832712105
51.4838158,-3.1701631,82.65835707343182
51.4848748,-3.1769283,24.134100355832732
51.4849161,-3.1769813,22.744127226395722
51.4818004,-3.1736483,295.2281384360584
51.4810632,-3.1733163,142.5973659809836
51.4870496,-3.1674838,91.2699056127743
51.4871128,-3.1675389,87.84379671677388
51.4871476,-3.1674404,87.10339390587704
51.4870608,-3.167362,91.57549008266524
51.4870947,-3.1672658,90.38924328393003
51.4818557,-3.1731926,242.89969264942047
51.4871812,-3.1673439,86.26093906815264
51.4870837,-3.1673829,90.36052155489669
51.4809589,-3.1723863,101.3094518285745
51.4819208,-3.1736706,322.10934334604946
51.4802447,-3.1723082,103.64628933097826
51.4815763,-3.1730351,182.20680059086942
51.4802543,-3.1722292,102.75196826934408
51.4810623,-3.1724874,106.24501724300342
51.4813829,-3.1709886,86.64653150846904
51.4803125,-3.1724485,104.47104765436946
51.480998,-3.1713682,79.1136596278779
51.4871169,-3.167286,89.29424130550757
51.4809101,-3.1715958,83.32556271202853
51.487173,-3.1673676,86.47590644587781
51.4811608,-3.1715284,83.3351162396909
51.4811722,-3.1710801,78.67169204446304
51.4812582,-3.17086,81.46307536399605
51.4807884,-3.171473,81.75274437781506
51.4810045,-3.1709184,73.2916650951545
51.481195,-3.1724734,109.95550350868355
51.4810287,-3.1728512,118.7486609632757
51.4817684,-3.173054,211.19896753874502
51.4801543,-3.172399,104.90709117190377
51.4804211,-3.1717549,93.43411165535215
51.4822824,-3.1736734,376.5149130191277
51.4810542,-3.1729651,124.98044967329953
51.4809255,-3.1729877,118.98588231884453
51.480603,-3.1727175,105.93575741159866
51.4807471,-3.1729674,112.05116874789816
51.4803811,-3.1724737,104.21650555190942
51.4817385,-3.1733321,242.56770976111838
51.4891697,-3.1923649,0.21184015594496736
51.4798115,-3.1582758,94.11418125302269
51.4892926,-3.1927082,0.15197380595564228
51.4853977,-3.1577264,151.44624877630153
51.4797743,-3.1584252,94.10026431491114
51.4890074,-3.1916847,0.27063065342876924
51.4798735,-3.1584888,91.68805293795347
51.4890896,-3.1920599,0.24638338699056045
51.4799107,-3.1583395,91.60002980940514
51.488865,-3.1913092,0.31337838056047945
51.488368,-3.1901333,0.5306227823269378
51.4885978,-3.1906225,0.38182621335096223
51.4878336,-3.189378,1.7848044241739789
51.4802595,-3.1575926,74.03650483082356
51.4881542,-3.1897213,0.8214968227937965
51.4802091,-3.1578008,78.63830283923902
51.4802752,-3.1578421,76.6758594873314
51.4803256,-3.1576339,72.47663263022915
51.4798591,-3.1579109,91.46739126148347
51.4802308,-3.1581113,80.3521309790485
51.4802039,-3.15824,81.78046582350161
51.4798322,-3.1580397,93.19378964335966
51.4964905,-3.1958069,7.361168292567363
51.4963084,-3.1951356,7.4015803411066585
